Action Name;Time (sequence)(s);Time (action)(s);Shear stress(Pa);Shear rate(s-¹);Shear strain(%);Normal force(N);Complex shear strain(%);Frequency(Hz);Complex shear stress(Pa);Shear modulus (elastic component)(Pa);Shear modulus (viscous component)(Pa);Shear modulus (complex component)(Pa);Torque(N m);Angular displacement(rad);Temperature(°C);Gap(mm)
Pre Shear Initial;359,3;248,0;53,26;50,00;1,23982E+006;0,1997;;;;;;;2,240E-003;1,178E+003;21,00;9,1500
Pre Shear Initial;360,3;249,0;53,38;50,00;1,24482E+006;0,1958;;;;;;;2,245E-003;1,183E+003;21,00;9,1500
Pre Shear Initial;361,3;250,0;53,20;50,00;1,24982E+006;0,1988;;;;;;;2,237E-003;1,188E+003;21,00;9,1500
Pre Shear Initial;362,3;251,0;53,17;50,00;1,25482E+006;0,2033;;;;;;;2,236E-003;1,192E+003;21,00;9,1500
Pre Shear Initial;363,3;252,0;53,30;50,00;1,25982E+006;0,2003;;;;;;;2,241E-003;1,197E+003;21,00;9,1500
Pre Shear Initial;364,3;253,0;53,25;50,00;1,26482E+006;0,1959;;;;;;;2,239E-003;1,202E+003;21,00;9,1500
Pre Shear Initial;365,3;254,0;53,29;50,00;1,26982E+006;0,1982;;;;;;;2,241E-003;1,207E+003;21,00;9,1500
Pre Shear Initial;366,3;255,0;53,40;50,00;1,27482E+006;0,2030;;;;;;;2,245E-003;1,211E+003;21,00;9,1500
Pre Shear Initial;367,3;256,0;53,34;50,00;1,27982E+006;0,2014;;;;;;;2,243E-003;1,216E+003;21,00;9,1500
Pre Shear Initial;368,3;257,0;53,39;50,00;1,28482E+006;0,1967;;;;;;;2,245E-003;1,221E+003;21,00;9,1500
Pre Shear Initial;369,3;258,0;53,36;50,00;1,28982E+006;0,1979;;;;;;;2,244E-003;1,226E+003;21,00;9,1500
Pre Shear Initial;370,3;259,0;53,17;50,00;1,29482E+006;0,2026;;;;;;;2,236E-003;1,230E+003;21,00;9,1500
Pre Shear Initial;371,3;260,0;53,17;50,00;1,29982E+006;0,2014;;;;;;;2,236E-003;1,235E+003;21,00;9,1500
Pre Shear Initial;372,3;261,0;53,25;50,00;1,30482E+006;0,1967;;;;;;;2,239E-003;1,240E+003;21,00;9,1500
Pre Shear Initial;373,3;262,0;53,18;50,00;1,30983E+006;0,1971;;;;;;;2,236E-003;1,245E+003;21,00;9,1500
Pre Shear Initial;374,3;263,0;53,35;50,00;1,31483E+006;0,2027;;;;;;;2,243E-003;1,249E+003;21,00;9,1500
Pre Shear Initial;375,3;264,0;53,42;50,00;1,31983E+006;0,2023;;;;;;;2,246E-003;1,254E+003;21,00;9,1500
Pre Shear Initial;376,3;265,0;53,28;50,00;1,32483E+006;0,1976;;;;;;;2,240E-003;1,259E+003;21,00;9,1500
Pre Shear Initial;377,3;266,0;53,33;50,00;1,32983E+006;0,1978;;;;;;;2,242E-003;1,264E+003;21,00;9,1500
Pre Shear Initial;378,3;267,0;53,30;50,00;1,33483E+006;0,2023;;;;;;;2,241E-003;1,268E+003;21,00;9,1500
Pre Shear Initial;379,3;268,0;53,00;50,00;1,33983E+006;0,2028;;;;;;;2,228E-003;1,273E+003;21,00;9,1500
Pre Shear Initial;380,3;269,0;53,11;50,00;1,34483E+006;0,1972;;;;;;;2,233E-003;1,278E+003;21,00;9,1500
Pre Shear Initial;381,3;270,0;53,37;50,00;1,34983E+006;0,1964;;;;;;;2,244E-003;1,283E+003;21,00;9,1500
Pre Shear Initial;382,3;271,0;53,28;50,00;1,35483E+006;0,2012;;;;;;;2,240E-003;1,287E+003;21,00;9,1500
Pre Shear Initial;383,3;272,0;53,34;50,00;1,35983E+006;0,2028;;;;;;;2,243E-003;1,292E+003;21,00;9,1500
Pre Shear Initial;384,3;273,0;53,30;50,00;1,36483E+006;0,1978;;;;;;;2,241E-003;1,297E+003;21,00;9,1500
Pre Shear Initial;385,3;274,0;53,15;50,00;1,36983E+006;0,1963;;;;;;;2,235E-003;1,302E+003;21,00;9,1500
Pre Shear Initial;386,3;275,0;53,27;50,00;1,37483E+006;0,2011;;;;;;;2,240E-003;1,306E+003;21,00;9,1500
Pre Shear Initial;387,3;276,0;53,36;50,00;1,37983E+006;0,2029;;;;;;;2,244E-003;1,311E+003;21,00;9,1500
Pre Shear Initial;388,3;277,0;53,27;50,00;1,38483E+006;0,1986;;;;;;;2,240E-003;1,316E+003;21,00;9,1500
Pre Shear Initial;389,3;278,0;53,29;50,00;1,38983E+006;0,1964;;;;;;;2,241E-003;1,321E+003;21,00;9,1500
Pre Shear Initial;390,3;279,0;53,33;50,00;1,39483E+006;0,2008;;;;;;;2,242E-003;1,325E+003;21,00;9,1500
Pre Shear Initial;391,3;280,0;53,21;50,00;1,39983E+006;0,2036;;;;;;;2,237E-003;1,330E+003;21,00;9,1500
Pre Shear Initial;392,3;281,0;53,31;50,00;1,40483E+006;0,1990;;;;;;;2,241E-003;1,335E+003;21,00;9,1500
Pre Shear Initial;393,3;282,0;53,31;50,00;1,40983E+006;0,1966;;;;;;;2,242E-003;1,340E+003;21,00;9,1500
Pre Shear Initial;394,3;283,0;53,13;50,00;1,41483E+006;0,2004;;;;;;;2,234E-003;1,344E+003;21,00;9,1500
Pre Shear Initial;395,3;284,0;53,18;50,00;1,41983E+006;0,2036;;;;;;;2,236E-003;1,349E+003;21,00;9,1500
Pre Shear Initial;396,3;285,0;53,27;50,00;1,42483E+006;0,1993;;;;;;;2,240E-003;1,354E+003;21,00;9,1500
Pre Shear Initial;397,3;286,0;53,26;50,00;1,42983E+006;0,1965;;;;;;;2,240E-003;1,359E+003;21,00;9,1500
Pre Shear Initial;398,3;287,0;53,28;50,00;1,43483E+006;0,1994;;;;;;;2,240E-003;1,363E+003;21,00;9,1500
Pre Shear Initial;399,3;288,0;53,25;50,00;1,43983E+006;0,2036;;;;;;;2,239E-003;1,368E+003;21,00;9,1500
Pre Shear Initial;400,3;289,0;53,18;50,00;1,44483E+006;0,2004;;;;;;;2,236E-003;1,373E+003;21,00;9,1500
Pre Shear Initial;401,3;290,0;53,33;50,00;1,44983E+006;0,1962;;;;;;;2,242E-003;1,378E+003;21,00;9,1500
Pre Shear Initial;402,3;291,0;53,32;50,00;1,45483E+006;0,1989;;;;;;;2,242E-003;1,382E+003;21,00;9,1500
Pre Shear Initial;403,3;292,0;53,28;50,00;1,45983E+006;0,2028;;;;;;;2,240E-003;1,387E+003;21,00;9,1500
Pre Shear Initial;404,3;293,0;53,24;50,00;1,46483E+006;0,2007;;;;;;;2,239E-003;1,392E+003;21,00;9,1500
Pre Shear Initial;405,3;294,0;53,18;50,00;1,46983E+006;0,1970;;;;;;;2,236E-003;1,397E+003;21,00;9,1500
Pre Shear Initial;406,3;295,0;53,22;50,00;1,47483E+006;0,1985;;;;;;;2,238E-003;1,401E+003;21,00;9,1500
Pre Shear Initial;407,3;296,0;53,30;50,00;1,47983E+006;0,2037;;;;;;;2,241E-003;1,406E+003;21,00;9,1500
Pre Shear Initial;408,3;297,0;53,16;50,00;1,48483E+006;0,2020;;;;;;;2,235E-003;1,411E+003;21,00;9,1500
Pre Shear Initial;409,3;298,0;53,17;50,00;1,48984E+006;0,1967;;;;;;;2,235E-003;1,416E+003;21,00;9,1500
Pre Shear Initial;410,3;299,0;53,30;50,00;1,49484E+006;0,1988;;;;;;;2,241E-003;1,420E+003;21,00;9,1500
Pre Shear Initial;411,3;300,0;53,25;50,00;1,49984E+006;0,2029;;;;;;;2,239E-003;1,425E+003;21,00;9,1500
Pre Shear R;413,3;2,000;116,0;497,5;9,61090E+004;0,2194;;;;;;;4,877E-003;91,33;21,00;9,1500
Pre Shear R;415,3;4,000;110,4;500,0;1,96115E+005;0,2200;;;;;;;4,641E-003;186,4;21,00;9,1500
Pre Shear R;417,3;6,000;110,6;500,0;2,96116E+005;0,2219;;;;;;;4,651E-003;281,4;21,00;9,1500
Pre Shear R;419,3;8,000;110,8;500,0;3,96122E+005;0,2228;;;;;;;4,660E-003;376,4;21,00;9,1500
Pre Shear R;421,3;10,00;110,9;500,0;4,96128E+005;0,2229;;;;;;;4,664E-003;471,4;21,00;9,1500
Pre Shear R;423,3;12,00;111,1;500,0;5,96134E+005;0,2224;;;;;;;4,670E-003;566,5;21,00;9,1500
Pre Shear R;425,3;14,00;111,1;500,0;6,96140E+005;0,2214;;;;;;;4,673E-003;661,5;21,00;9,1500
Pre Shear R;427,3;16,00;111,1;500,0;7,96146E+005;0,2195;;;;;;;4,673E-003;756,5;21,00;9,1500
Pre Shear R;429,3;18,00;110,8;500,0;8,96152E+005;0,2198;;;;;;;4,660E-003;851,5;21,00;9,1500
Pre Shear R;431,3;20,00;110,9;500,0;9,96159E+005;0,2197;;;;;;;4,663E-003;946,6;21,00;9,1500
Pre Shear R;433,3;22,00;111,0;500,0;1,09616E+006;0,2211;;;;;;;4,668E-003;1,042E+003;21,00;9,1500
Pre Shear R;435,3;24,00;111,0;500,0;1,19617E+006;0,2225;;;;;;;4,668E-003;1,137E+003;21,00;9,1500
Pre Shear R;437,3;26,00;111,1;500,0;1,29617E+006;0,2234;;;;;;;4,673E-003;1,232E+003;21,00;9,1500
Pre Shear R;439,3;28,00;111,0;500,0;1,39618E+006;0,2232;;;;;;;4,666E-003;1,327E+003;21,00;9,1500
Pre Shear R;441,3;30,00;110,9;500,0;1,49618E+006;0,2221;;;;;;;4,664E-003;1,422E+003;21,00;9,1500
Pre Shear R;443,3;32,00;111,1;500,0;1,59619E+006;0,2207;;;;;;;4,672E-003;1,517E+003;21,00;9,1500
Pre Shear R;445,3;34,00;111,1;500,0;1,69620E+006;0,2205;;;;;;;4,670E-003;1,612E+003;21,00;9,1500
Pre Shear R;447,3;36,00;110,9;500,0;1,79620E+006;0,2202;;;;;;;4,665E-003;1,707E+003;21,00;9,1500
Pre Shear R;449,3;38,00;111,1;500,0;1,89621E+006;0,2216;;;;;;;4,672E-003;1,802E+003;21,00;9,1500
Pre Shear R;451,3;40,00;111,0;500,0;1,99621E+006;0,2227;;;;;;;4,669E-003;1,897E+003;21,00;9,1500
Pre Shear R;453,3;42,00;110,9;500,0;2,09621E+006;0,2233;;;;;;;4,663E-003;1,992E+003;21,00;9,1500
Pre Shear R;455,3;44,00;111,0;500,0;2,19622E+006;0,2229;;;;;;;4,668E-003;2,087E+003;21,00;9,1500
Pre Shear R;457,3;46,00;111,1;500,0;2,29623E+006;0,2215;;;;;;;4,671E-003;2,182E+003;21,00;9,1500
Pre Shear R;459,3;48,00;111,2;500,0;2,39623E+006;0,2204;;;;;;;4,674E-003;2,277E+003;21,00;9,1500
Pre Shear R;461,3;50,00;110,9;500,0;2,49624E+006;0,2202;;;;;;;4,663E-003;2,372E+003;21,00;9,1500
Pre Shear R;463,3;52,00;110,8;500,0;2,59625E+006;0,2209;;;;;;;4,660E-003;2,467E+003;21,00;9,1500
Pre Shear R;465,3;54,00;110,8;500,0;2,69625E+006;0,2213;;;;;;;4,659E-003;2,562E+003;21,00;9,1500
Pre Shear R;467,3;56,00;111,1;500,0;2,79626E+006;0,2225;;;;;;;4,669E-003;2,657E+003;21,00;9,1500
Pre Shear R;469,3;58,00;111,1;500,0;2,89626E+006;0,2230;;;;;;;4,671E-003;2,752E+003;21,00;9,1500
Pre Shear R;471,3;60,00;111,0;500,0;2,99626E+006;0,2236;;;;;;;4,666E-003;2,847E+003;21,00;9,1500
Rest R;472,3;1,000;0,000;66,67;5,20820E+003;0,1975;;;;;;;0,000;4,949;21,00;9,1500
Rest R;473,3;2,000;0,000;6,578;5,20838E+003;0,1976;;;;;;;0,000;4,949;21,00;9,1500
Rest R;474,3;3,000;0,000;9,594E-004;5,20843E+003;0,1973;;;;;;;0,000;4,949;21,00;9,1500
Rest R;475,3;4,000;0,000;2,700E-004;5,20844E+003;0,1979;;;;;;;0,000;4,949;21,00;9,1500
Rest R;476,3;5,000;0,000;5,483E-005;5,20844E+003;0,1970;;;;;;;0,000;4,949;21,00;9,1500
Rest R;477,3;6,000;0,000;2,759E-005;5,20844E+003;0,1977;;;;;;;0,000;4,949;21,00;9,1500
Rest R;478,3;7,000;0,000;6,365E-005;5,20843E+003;0,1974;;;;;;;0,000;4,949;21,00;9,1500
Rest R;479,3;8,000;0,000;7,837E-005;5,20842E+003;0,1980;;;;;;;0,000;4,949;21,00;9,1500
Rest R;480,3;9,000;0,000;8,556E-005;5,20841E+003;0,1976;;;;;;;0,000;4,949;21,00;9,1500
Rest R;481,3;10,00;0,000;8,729E-005;5,20841E+003;0,1974;;;;;;;0,000;4,949;21,00;9,1500
Rest R;482,3;11,00;0,000;8,795E-005;5,20840E+003;0,1972;;;;;;;0,000;4,949;21,00;9,1500
Rest R;483,3;12,00;0,000;8,580E-005;5,20839E+003;0,1973;;;;;;;0,000;4,949;21,00;9,1500
Rest R;484,3;13,00;0,000;8,412E-005;5,20838E+003;0,1977;;;;;;;0,000;4,949;21,00;9,1500
Rest R;485,3;14,00;0,000;8,093E-005;5,20837E+003;0,1973;;;;;;;0,000;4,949;21,00;9,1500
Rest R;486,3;15,00;0,000;7,968E-005;5,20836E+003;0,1977;;;;;;;0,000;4,949;21,00;9,1500
Rest R;487,3;16,00;0,000;7,745E-005;5,20836E+003;0,1976;;;;;;;0,000;4,949;21,00;9,1500
Rest R;488,3;17,00;0,000;7,363E-005;5,20835E+003;0,1977;;;;;;;0,000;4,949;21,00;9,1500
Rest R;489,3;18,00;0,000;7,189E-005;5,20834E+003;0,1975;;;;;;;0,000;4,949;21,00;9,1500
Rest R;490,3;19,00;0,000;6,975E-005;5,20833E+003;0,1980;;;;;;;0,000;4,949;21,00;9,1500
Rest R;491,3;20,00;0,000;6,796E-005;5,20833E+003;0,1973;;;;;;;0,000;4,949;21,00;9,1500
Flow Curve Down;496,3;5,000;110,7;500,0;2,46236E+005;0,2234;;;;;;;4,656E-003;234,0;21,00;9,1500
Flow Curve Down;501,3;10,00;100,9;397,2;4,45416E+005;0,2196;;;;;;;4,243E-003;423,2;21,00;9,1500
Flow Curve Down;506,3;15,01;92,69;315,5;6,03972E+005;0,2168;;;;;;;3,898E-003;573,9;21,00;9,1500
Flow Curve Down;511,3;20,01;85,40;250,6;7,29621E+005;0,2142;;;;;;;3,591E-003;693,3;21,00;9,1500
Flow Curve Down;516,3;25,02;79,14;199,1;8,29691E+005;0,2109;;;;;;;3,328E-003;788,4;21,00;9,1500
Flow Curve Down;521,3;30,02;73,52;158,1;9,08980E+005;0,2081;;;;;;;3,091E-003;863,7;21,00;9,1500
Flow Curve Down;526,3;35,02;68,53;125,6;9,71955E+005;0,2123;;;;;;;2,881E-003;923,6;21,00;9,1500
Flow Curve Down;531,3;40,03;64,21;99,77;1,02209E+006;0,2054;;;;;;;2,700E-003;971,2;21,00;9,1500
Flow Curve Down;536,3;45,03;60,26;79,25;1,06183E+006;0,2043;;;;;;;2,534E-003;1,009E+003;21,00;9,1500
Flow Curve Down;541,3;50,04;56,75;62,95;1,09347E+006;0,2014;;;;;;;2,386E-003;1,039E+003;21,00;9,1500
Flow Curve Down;546,4;55,05;53,51;50,00;1,11861E+006;0,2032;;;;;;;2,250E-003;1,063E+003;21,00;9,1500
Flow Curve Down;551,4;60,05;50,71;39,72;1,13852E+006;0,2017;;;;;;;2,132E-003;1,082E+003;21,00;9,1500
Flow Curve Down;556,4;65,06;48,11;31,55;1,15438E+006;0,2014;;;;;;;2,023E-003;1,097E+003;21,00;9,1500
Flow Curve Down;561,4;70,06;45,82;25,06;1,16695E+006;0,1986;;;;;;;1,927E-003;1,109E+003;21,00;9,1500
Flow Curve Down;566,4;75,07;43,71;19,91;1,17695E+006;0,2023;;;;;;;1,838E-003;1,118E+003;21,00;9,1500
Flow Curve Down;571,4;80,07;41,77;15,81;1,18488E+006;0,1982;;;;;;;1,756E-003;1,126E+003;21,00;9,1500
Flow Curve Down;576,4;85,07;40,00;12,56;1,19117E+006;0,1977;;;;;;;1,682E-003;1,132E+003;21,00;9,1500
Flow Curve Down;581,4;90,07;38,39;9,977;1,19618E+006;0,2011;;;;;;;1,614E-003;1,137E+003;21,00;9,1500
Flow Curve Down;586,4;95,08;36,87;7,925;1,20016E+006;0,1964;;;;;;;1,550E-003;1,140E+003;21,00;9,1500
Flow Curve Down;591,4;100,1;35,46;6,295;1,20333E+006;0,1980;;;;;;;1,491E-003;1,143E+003;21,00;9,1500
Flow Curve Down;596,4;105,1;34,13;5,000;1,20584E+006;0,1942;;;;;;;1,435E-003;1,146E+003;21,00;9,1500
Flow Curve Down;601,4;110,1;32,88;3,972;1,20783E+006;0,1980;;;;;;;1,383E-003;1,148E+003;21,00;9,1500
Flow Curve Down;606,4;115,1;31,68;3,155;1,20942E+006;0,1976;;;;;;;1,332E-003;1,149E+003;21,00;9,1500
Flow Curve Down;611,4;120,1;30,46;2,506;1,21067E+006;0,1951;;;;;;;1,281E-003;1,150E+003;21,00;9,1500
Flow Curve Down;616,4;125,1;29,19;1,991;1,21167E+006;0,1934;;;;;;;1,227E-003;1,151E+003;21,00;9,1500
Flow Curve Down;621,4;130,1;27,90;1,581;1,21247E+006;0,1933;;;;;;;1,173E-003;1,152E+003;21,00;9,1500
Flow Curve Down;626,4;135,1;26,74;1,256;1,21310E+006;0,1942;;;;;;;1,124E-003;1,153E+003;21,00;9,1500
Flow Curve Down;631,4;140,1;25,70;0,9977;1,21360E+006;0,1948;;;;;;;1,081E-003;1,153E+003;21,00;9,1500
Flow Curve Down;636,4;145,1;24,79;0,7925;1,21400E+006;0,1967;;;;;;;1,042E-003;1,154E+003;21,00;9,1500
Flow Curve Down;641,4;150,1;23,97;0,6295;1,21431E+006;0,1975;;;;;;;1,008E-003;1,154E+003;21,00;9,1500
Flow Curve Down;646,4;155,1;23,23;0,5000;1,21456E+006;0,1986;;;;;;;9,766E-004;1,154E+003;21,00;9,1500
Flow Curve Down;651,5;160,2;22,54;0,3972;1,21476E+006;0,1981;;;;;;;9,479E-004;1,154E+003;21,00;9,1500
Flow Curve Down;656,5;165,2;21,92;0,3155;1,21492E+006;0,1980;;;;;;;9,215E-004;1,154E+003;21,00;9,1500
Flow Curve Down;661,5;170,2;21,34;0,2506;1,21505E+006;0,1993;;;;;;;8,972E-004;1,155E+003;21,00;9,1500
Flow Curve Down;666,5;175,2;20,80;0,1991;1,21515E+006;0,1999;;;;;;;8,745E-004;1,155E+003;21,00;9,1500
Flow Curve Down;671,5;180,2;20,29;0,1581;1,21523E+006;0,2001;;;;;;;8,532E-004;1,155E+003;21,00;9,1500
Flow Curve Down;676,5;185,2;19,81;0,1256;1,21529E+006;0,1998;;;;;;;8,331E-004;1,155E+003;21,00;9,1500
Flow Curve Down;681,5;190,2;19,36;0,09977;1,21534E+006;0,2005;;;;;;;8,140E-004;1,155E+003;21,00;9,1500
Flow Curve Down;686,5;195,2;18,93;0,07925;1,21538E+006;0,2004;;;;;;;7,960E-004;1,155E+003;21,00;9,1500
Flow Curve Down;691,5;200,2;18,54;0,06296;1,21541E+006;0,2010;;;;;;;7,795E-004;1,155E+003;21,00;9,1500
Flow Curve Down;696,5;205,2;18,16;0,05001;1,21544E+006;0,2005;;;;;;;7,636E-004;1,155E+003;21,00;9,1500
Flow Curve Down;701,5;210,2;17,80;0,03972;1,21546E+006;0,2011;;;;;;;7,482E-004;1,155E+003;21,00;9,1500
Flow Curve Down;706,5;215,2;17,47;0,03159;1,21547E+006;0,2013;;;;;;;7,347E-004;1,155E+003;21,00;9,1500
Flow Curve Down;711,5;220,2;17,18;0,02501;1,21548E+006;0,2014;;;;;;;7,222E-004;1,155E+003;21,00;9,1500
Flow Curve Down;716,5;225,2;16,93;0,01982;1,21549E+006;0,2013;;;;;;;7,119E-004;1,155E+003;21,00;9,1500
Flow Curve Down;721,5;230,2;16,69;0,01572;1,21550E+006;0,2021;;;;;;;7,018E-004;1,155E+003;21,00;9,1500
Flow Curve Down;726,5;235,2;16,48;0,01249;1,21551E+006;0,2011;;;;;;;6,930E-004;1,155E+003;21,00;9,1500
Flow Curve Down;731,5;240,2;16,29;9,904E-003;1,21551E+006;0,2019;;;;;;;6,849E-004;1,155E+003;21,00;9,1500
Flow Curve Down;736,5;245,2;16,12;7,869E-003;1,21552E+006;0,2014;;;;;;;6,777E-004;1,155E+003;21,00;9,1500
Flow Curve Down;741,5;250,2;15,96;6,237E-003;1,21552E+006;0,2008;;;;;;;6,712E-004;1,155E+003;21,00;9,1500
Flow Curve Down;746,5;255,2;15,82;4,960E-003;1,21552E+006;0,2011;;;;;;;6,653E-004;1,155E+003;21,00;9,1500
Flow Curve Down;751,6;260,2;15,70;3,928E-003;1,21552E+006;0,2011;;;;;;;6,600E-004;1,155E+003;21,00;9,1500
Flow Curve Down;756,6;265,3;15,58;3,121E-003;1,21553E+006;0,2016;;;;;;;6,553E-004;1,155E+003;21,00;9,1500
Flow Curve Down;761,6;270,3;15,49;2,490E-003;1,21553E+006;0,2016;;;;;;;6,513E-004;1,155E+003;21,00;9,1500
Flow Curve Down;766,6;275,3;15,39;1,970E-003;1,21553E+006;0,2006;;;;;;;6,469E-004;1,155E+003;21,00;9,1500
Flow Curve Down;771,6;280,3;15,31;1,577E-003;1,21553E+006;0,2010;;;;;;;6,435E-004;1,155E+003;21,00;9,1500
Flow Curve Down;776,6;285,3;15,22;1,243E-003;1,21553E+006;0,2007;;;;;;;6,398E-004;1,155E+003;21,00;9,1500
Flow Curve Down;781,6;290,3;15,15;9,926E-004;1,21553E+006;0,2012;;;;;;;6,369E-004;1,155E+003;21,00;9,1500
Flow Curve Up;786,6;5,000;10,04;9,303E-004;-5,46169;0,2011;;;;;;;4,223E-004;-5,190E-003;21,00;9,1500
Flow Curve Up;791,6;10,00;10,92;1,002E-003;-4,91817;0,2013;;;;;;;4,594E-004;-4,673E-003;21,00;9,1500
Flow Curve Up;796,6;15,00;11,78;1,530E-003;-4,12980;0,2004;;;;;;;4,952E-004;-3,924E-003;21,00;9,1500
Flow Curve Up;801,6;20,00;12,78;1,934E-003;-3,16205;0,2012;;;;;;;5,372E-004;-3,005E-003;21,00;9,1500
Flow Curve Up;806,6;25,01;13,88;2,448E-003;-1,93577;0,2019;;;;;;;5,838E-004;-1,839E-003;21,00;9,1500
Flow Curve Up;811,6;30,01;15,05;3,148E-003;-0,367084;0,2011;;;;;;;6,329E-004;-3,488E-004;21,00;9,1500
Flow Curve Up;816,6;35,01;15,88;4,043E-003;1,64353;0,2008;;;;;;;6,678E-004;1,562E-003;21,00;9,1500
Flow Curve Up;821,6;40,02;16,11;5,060E-003;4,15953;0,2003;;;;;;;6,772E-004;3,952E-003;21,00;9,1500
Flow Curve Up;826,6;45,02;16,14;6,355E-003;7,30741;0,2002;;;;;;;6,788E-004;6,944E-003;21,00;9,1500
Flow Curve Up;831,6;50,03;16,24;7,998E-003;11,2814;0,2000;;;;;;;6,831E-004;0,01072;21,00;9,1500
Flow Curve Up;836,6;55,04;16,38;0,01007;16,2784;0,2004;;;;;;;6,887E-004;0,01547;21,00;9,1500
Flow Curve Up;841,6;60,05;16,55;0,01266;22,5917;0,2001;;;;;;;6,957E-004;0,02147;21,00;9,1500
Flow Curve Up;846,7;65,06;16,72;0,01594;30,5299;0,2007;;;;;;;7,029E-004;0,02901;21,00;9,1500
Flow Curve Up;851,7;70,07;16,90;0,02004;40,5031;0,2009;;;;;;;7,106E-004;0,03849;21,00;9,1500
Flow Curve Up;856,7;75,08;17,12;0,02519;53,0678;0,2022;;;;;;;7,197E-004;0,05043;21,00;9,1500
Flow Curve Up;861,7;80,08;17,33;0,03159;68,8642;0,2024;;;;;;;7,287E-004;0,06544;21,00;9,1500
Flow Curve Up;866,7;85,09;17,56;0,03977;88,7753;0,2018;;;;;;;7,384E-004;0,08436;21,00;9,1500
Flow Curve Up;871,7;90,09;17,82;0,05013;113,801;0,2024;;;;;;;7,492E-004;0,1081;21,00;9,1500
Flow Curve Up;876,7;95,10;18,14;0,06309;145,351;0,2024;;;;;;;7,628E-004;0,1381;21,00;9,1500
Flow Curve Up;881,7;100,1;18,50;0,07944;185,001;0,2028;;;;;;;7,779E-004;0,1758;21,00;9,1500
Flow Curve Up;886,7;105,1;18,90;0,1000;234,979;0,2032;;;;;;;7,947E-004;0,2233;21,00;9,1500
Flow Curve Up;891,7;110,1;19,35;0,1259;297,902;0,2028;;;;;;;8,138E-004;0,2831;21,00;9,1500
Flow Curve Up;896,7;115,1;19,86;0,1585;377,119;0,2026;;;;;;;8,349E-004;0,3583;21,00;9,1500
Flow Curve Up;901,7;120,1;20,42;0,1995;476,848;0,2008;;;;;;;8,587E-004;0,4531;21,00;9,1500
Flow Curve Up;906,7;125,1;21,03;0,2512;602,413;0,1987;;;;;;;8,842E-004;0,5724;21,00;9,1500
Flow Curve Up;911,7;130,1;21,65;0,3162;760,149;0,1970;;;;;;;9,102E-004;0,7223;21,00;9,1500
Flow Curve Up;916,7;135,2;22,28;0,3981;958,776;0,1953;;;;;;;9,367E-004;0,9111;21,00;9,1500
Flow Curve Up;921,8;140,2;22,94;0,5012;1,20925E+003;0,1949;;;;;;;9,647E-004;1,149;21,00;9,1500
Flow Curve Up;926,8;145,2;23,66;0,6310;1,52456E+003;0,1942;;;;;;;9,949E-004;1,449;21,00;9,1500
Flow Curve Up;931,8;150,2;24,45;0,7944;1,92157E+003;0,1926;;;;;;;1,028E-003;1,826;21,00;9,1500
Flow Curve Up;936,8;155,2;25,35;1,000;2,42040E+003;0,1914;;;;;;;1,066E-003;2,300;21,00;9,1500
Flow Curve Up;941,8;160,2;26,34;1,259;3,04859E+003;0,1907;;;;;;;1,107E-003;2,897;21,00;9,1500
Flow Curve Up;946,8;165,2;27,48;1,585;3,83924E+003;0,1915;;;;;;;1,156E-003;3,648;21,00;9,1500
Flow Curve Up;951,8;170,2;28,79;1,995;4,83650E+003;0,1947;;;;;;;1,210E-003;4,596;21,00;9,1500
Flow Curve Up;956,8;175,2;30,11;2,512;6,09179E+003;0,1976;;;;;;;1,266E-003;5,789;21,00;9,1500
Flow Curve Up;961,8;180,2;31,33;3,162;7,66943E+003;0,1973;;;;;;;1,318E-003;7,288;21,00;9,1500
Flow Curve Up;966,8;185,2;32,53;3,981;9,65879E+003;0,1936;;;;;;;1,368E-003;9,178;21,00;9,1500
Flow Curve Up;971,8;190,2;33,77;5,012;1,21591E+004;0,1991;;;;;;;1,420E-003;11,55;21,00;9,1500
Flow Curve Up;976,8;195,2;35,09;6,310;1,53073E+004;0,1958;;;;;;;1,475E-003;14,55;21,00;9,1500
Flow Curve Up;981,8;200,2;36,48;7,944;1,92698E+004;0,2006;;;;;;;1,534E-003;18,31;21,00;9,1500
Flow Curve Up;986,8;205,2;37,96;10,00;2,42594E+004;0,1964;;;;;;;1,596E-003;23,05;21,00;9,1500
Flow Curve Up;991,8;210,2;39,56;12,59;3,05508E+004;0,1966;;;;;;;1,664E-003;29,03;21,00;9,1500
Flow Curve Up;996,8;215,2;41,29;15,85;3,84723E+004;0,2012;;;;;;;1,736E-003;36,56;21,00;9,1500
Flow Curve Up;1,002E+003;220,2;43,20;19,95;4,84429E+004;0,1998;;;;;;;1,817E-003;46,03;21,00;9,1500
Flow Curve Up;1,007E+003;225,2;45,33;25,12;6,09746E+004;0,2032;;;;;;;1,906E-003;57,94;21,00;9,1500
Flow Curve Up;1,012E+003;230,3;47,60;31,62;7,67770E+004;0,1994;;;;;;;2,001E-003;72,96;21,00;9,1500
